date,yr,mo,files_got,files_expected,n_cells,chl_na_pct,cloud_pct,chl_valid_px,sst_na_pct,nflh_na_pct,kd_na_pct
2022-05-11,2022,5,4,4,4743,77.0187644950453,39.8481973434535,1.08920286798818,39.8481973434535,78.2837866329328,77.0187644950453
2022-05-21,2022,5,4,4,4743,100,96.2892683955303,0,96.2892683955303,100,100
2022-06-01,2022,6,4,4,4743,71.4737507906388,47.8810879190386,1.31041754533951,48.3238456672992,72.8020240354206,71.4737507906388
2022-06-11,2022,6,4,4,4743,96.078431372549,70.5882352941177,0.154365246731332,70.5882352941177,99.1355682057769,96.078431372549
2022-06-21,2022,6,4,4,4743,79.4644739616277,68.5431161711997,0.819696330662167,74.0248787687118,79.6120598777145,79.4644739616277
2022-07-01,2022,7,4,4,4743,70.2298123550496,52.7092557453089,1.22522142555882,56.6940754796542,75.9856630824373,70.2298123550496
2022-07-11,2022,7,4,4,4743,85.0727387729285,70.5882352941177,0.61493040911008,70.8412397216951,95.4670040059034,85.0727387729285
2022-07-21,2022,7,4,4,4743,78.3681214421253,66.2239089184061,0.918388865457615,68.1214421252372,78.3892051444234,78.3681214421253
2022-08-01,2022,8,4,4,4743,42.6944971537002,32.5743200506009,2.55398566005907,33.4176681425258,47.7124183006536,42.7366645582964
2022-08-11,2022,8,4,4,4743,99.4729074425469,94.370651486401,0.0139181779839721,94.4128188909973,99.4729074425469,99.4729074425469
2022-08-21,2022,8,4,4,4743,86.0425890786422,34.7881087919039,0.561788274989458,35.0832806240776,95.8886780518659,86.0425890786422
2022-09-01,2022,9,4,4,4743,87.0546067889521,69.281045751634,0.483762125685354,70.3984819734345,89.584651064727,87.0546067889521
2022-09-11,2022,9,4,4,4743,77.9253636938647,59.5192915876028,0.951708140025287,59.8566308243728,82.3740248787687,77.988614800759
2022-09-21,2022,9,4,4,4743,39.5741092135779,29.4750158127767,2.76908477435683,29.5593506219692,39.8903647480498,39.7006114273666
2022-10-01,2022,10,4,4,4743,50.8749736453721,33.5863377609108,2.26043863348796,33.6917562724014,61.2692388783471,50.9803921568627
2022-10-11,2022,10,4,4,4743,69.618384988404,65.0010541851149,1.22711935892029,69.0702087286527,77.6512755639891,69.6605523930002
2022-10-21,2022,10,4,4,4743,66.4979970482817,54.2905334176682,1.54850274145931,54.3748682268607,66.5612481551761,66.5190807505798
2022-11-01,2022,11,4,4,4743,38.1404174573055,27.0082226438963,2.81168283424712,27.2401433691756,38.9837655492304,38.2669196710942
2022-11-11,2022,11,4,4,4743,88.6780518659077,59.8144634197765,0.422395613665124,59.8144634197765,88.741302972802,88.6780518659077
2022-11-21,2022,11,4,4,4743,92.156862745098,90.6599198819313,0.330029523407845,91.1870124393844,97.5542905334177,92.156862745098
2022-12-01,2022,12,4,4,4743,55.3868859371706,45.561880666245,2.05440742302826,49.2515285684166,55.6820577693443,55.4290533417668
2022-12-11,2022,12,4,4,4743,90.1749947290744,66.4979970482817,0.435892028679873,66.5401644528779,90.1749947290744,90.1749947290744
2022-12-21,2022,12,4,4,4743,74.7206409445499,68.5641998734978,1.11197806832553,68.9858739194603,74.741724646848,74.7206409445499
